villager,level,trade,base item,buy,demand,increase,price,trade_type
Shepherd,Journeyman,Emerald,Red Dye,16,15,9,21,Player sells
Shepherd,Journeyman,Emerald,Pink Dye,1,0,0,12,Player sells
Shepherd,Journeyman,Emerald,Pink Dye,2,1,0,12,Player sells
Shepherd,Journeyman,Emerald,Pink Dye,3,2,1,13,Player sells
Shepherd,Journeyman,Emerald,Pink Dye,4,3,1,13,Player sells
Shepherd,Journeyman,Emerald,Pink Dye,5,4,2,14,Player sells
Shepherd,Journeyman,Emerald,Pink Dye,6,5,3,15,Player sells
Shepherd,Journeyman,Emerald,Pink Dye,7,6,3,15,Player sells
Shepherd,Journeyman,Emerald,Pink Dye,8,7,4,16,Player sells
Shepherd,Journeyman,Emerald,Pink Dye,9,8,4,16,Player sells
Shepherd,Journeyman,Emerald,Pink Dye,10,9,5,17,Player sells
Shepherd,Journeyman,Emerald,Pink Dye,11,10,6,18,Player sells
Shepherd,Journeyman,Emerald,Pink Dye,12,11,6,18,Player sells
Shepherd,Journeyman,Emerald,Pink Dye,13,12,7,19,Player sells
Shepherd,Journeyman,Emerald,Pink Dye,14,13,7,19,Player sells
Shepherd,Journeyman,Emerald,Pink Dye,15,14,8,20,Player sells
Shepherd,Journeyman,Emerald,Pink Dye,16,15,9,21,Player sells
Shepherd,Journeyman,Bed,Emerald,1,0,0,3,Player buys
Shepherd,Journeyman,Bed,Emerald,2,1,0,3,Player buys
Shepherd,Journeyman,Bed,Emerald,3,2,0,3,Player buys
Shepherd,Journeyman,Bed,Emerald,4,3,0,3,Player buys
Shepherd,Journeyman,Bed,Emerald,5,4,0,3,Player buys
Shepherd,Journeyman,Bed,Emerald,6,5,0,3,Player buys
Shepherd,Journeyman,Bed,Emerald,7,6,0,3,Player buys
Shepherd,Journeyman,Bed,Emerald,8,7,1,4,Player buys
Shepherd,Journeyman,Bed,Emerald,9,8,1,4,Player buys
Shepherd,Journeyman,Bed,Emerald,10,9,1,4,Player buys
Shepherd,Journeyman,Bed,Emerald,11,10,1,4,Player buys
Shepherd,Journeyman,Bed,Emerald,12,11,1,4,Player buys
Shepherd,Expert,Emerald,Brown Dye,1,0,0,12,Player sells
Shepherd,Expert,Emerald,Brown Dye,2,1,0,12,Player sells
Shepherd,Expert,Emerald,Brown Dye,3,2,1,13,Player sells
Shepherd,Expert,Emerald,Brown Dye,4,3,1,13,Player sells
Shepherd,Expert,Emerald,Brown Dye,5,4,2,14,Player sells
Shepherd,Expert,Emerald,Brown Dye,6,5,3,15,Player sells
Shepherd,Expert,Emerald,Brown Dye,7,6,3,15,Player sells
Shepherd,Expert,Emerald,Brown Dye,8,7,4,16,Player sells
Shepherd,Expert,Emerald,Brown Dye,9,8,4,16,Player sells
Shepherd,Expert,Emerald,Brown Dye,10,9,5,17,Player sells
Shepherd,Expert,Emerald,Brown Dye,11,10,6,18,Player sells
Shepherd,Expert,Emerald,Brown Dye,12,11,6,18,Player sells
Shepherd,Expert,Emerald,Brown Dye,13,12,7,19,Player sells
Shepherd,Expert,Emerald,Brown Dye,14,13,7,19,Player sells
Shepherd,Expert,Emerald,Brown Dye,15,14,8,20,Player sells
Shepherd,Expert,Emerald,Brown Dye,16,15,9,21,Player sells
Shepherd,Expert,Emerald,Purple Dye,1,0,0,12,Player sells
Shepherd,Expert,Emerald,Purple Dye,2,1,0,12,Player sells
Shepherd,Expert,Emerald,Purple Dye,3,2,1,13,Player sells
Shepherd,Expert,Emerald,Purple Dye,4,3,1,13,Player sells
Shepherd,Expert,Emerald,Purple Dye,5,4,2,14,Player sells
Shepherd,Expert,Emerald,Purple Dye,6,5,3,15,Player sells
Shepherd,Expert,Emerald,Purple Dye,7,6,3,15,Player sells
Shepherd,Expert,Emerald,Purple Dye,8,7,4,16,Player sells
Shepherd,Expert,Emerald,Purple Dye,9,8,4,16,Player sells
Shepherd,Expert,Emerald,Purple Dye,10,9,5,17,Player sells
Shepherd,Expert,Emerald,Purple Dye,11,10,6,18,Player sells
Shepherd,Expert,Emerald,Purple Dye,12,11,6,18,Player sells
Shepherd,Expert,Emerald,Purple Dye,13,12,7,19,Player sells
Shepherd,Expert,Emerald,Purple Dye,14,13,7,19,Player sells
Shepherd,Expert,Emerald,Purple Dye,15,14,8,20,Player sells
Shepherd,Expert,Emerald,Purple Dye,16,15,9,21,Player sells
Shepherd,Expert,Emerald,Blue Dye,1,0,0,12,Player sells
Shepherd,Expert,Emerald,Blue Dye,2,1,0,12,Player sells
Shepherd,Expert,Emerald,Blue Dye,3,2,1,13,Player sells
Shepherd,Expert,Emerald,Blue Dye,4,3,1,13,Player sells
Shepherd,Expert,Emerald,Blue Dye,5,4,2,14,Player sells
Shepherd,Expert,Emerald,Blue Dye,6,5,3,15,Player sells
Shepherd,Expert,Emerald,Blue Dye,7,6,3,15,Player sells
Shepherd,Expert,Emerald,Blue Dye,8,7,4,16,Player sells
Shepherd,Expert,Emerald,Blue Dye,9,8,4,16,Player sells
Shepherd,Expert,Emerald,Blue Dye,10,9,5,17,Player sells
Shepherd,Expert,Emerald,Blue Dye,11,10,6,18,Player sells
Shepherd,Expert,Emerald,Blue Dye,12,11,6,18,Player sells
Shepherd,Expert,Emerald,Blue Dye,13,12,7,19,Player sells
Shepherd,Expert,Emerald,Blue Dye,14,13,7,19,Player sells
Shepherd,Expert,Emerald,Blue Dye,15,14,8,20,Player sells
Shepherd,Expert,Emerald,Blue Dye,16,15,9,21,Player sells
Shepherd,Expert,Emerald,Green Dye,1,0,0,12,Player sells
Shepherd,Expert,Emerald,Green Dye,2,1,0,12,Player sells
Shepherd,Expert,Emerald,Green Dye,3,2,1,13,Player sells
Shepherd,Expert,Emerald,Green Dye,4,3,1,13,Player sells
Shepherd,Expert,Emerald,Green Dye,5,4,2,14,Player sells
Shepherd,Expert,Emerald,Green Dye,6,5,3,15,Player sells
Shepherd,Expert,Emerald,Green Dye,7,6,3,15,Player sells
Shepherd,Expert,Emerald,Green Dye,8,7,4,16,Player sells
Shepherd,Expert,Emerald,Green Dye,9,8,4,16,Player sells
Shepherd,Expert,Emerald,Green Dye,10,9,5,17,Player sells
Shepherd,Expert,Emerald,Green Dye,11,10,6,18,Player sells
Shepherd,Expert,Emerald,Green Dye,12,11,6,18,Player sells
Shepherd,Expert,Emerald,Green Dye,13,12,7,19,Player sells
Shepherd,Expert,Emerald,Green Dye,14,13,7,19,Player sells
Shepherd,Expert,Emerald,Green Dye,15,14,8,20,Player sells
Shepherd,Expert,Emerald,Green Dye,16,15,9,21,Player sells
Shepherd,Expert,Emerald,Magenta Dye,1,0,0,12,Player sells
Shepherd,Expert,Emerald,Magenta Dye,2,1,0,12,Player sells
Shepherd,Expert,Emerald,Magenta Dye,3,2,1,13,Player sells
Shepherd,Expert,Emerald,Magenta Dye,4,3,1,13,Player sells
Shepherd,Expert,Emerald,Magenta Dye,5,4,2,14,Player sells
Shepherd,Expert,Emerald,Magenta Dye,6,5,3,15,Player sells
Shepherd,Expert,Emerald,Magenta Dye,7,6,3,15,Player sells
Shepherd,Expert,Emerald,Magenta Dye,8,7,4,16,Player sells
Shepherd,Expert,Emerald,Magenta Dye,9,8,4,16,Player sells
Shepherd,Expert,Emerald,Magenta Dye,10,9,5,17,Player sells
Shepherd,Expert,Emerald,Magenta Dye,11,10,6,18,Player sells
Shepherd,Expert,Emerald,Magenta Dye,12,11,6,18,Player sells
Shepherd,Expert,Emerald,Magenta Dye,13,12,7,19,Player sells
Shepherd,Expert,Emerald,Magenta Dye,14,13,7,19,Player sells
Shepherd,Expert,Emerald,Magenta Dye,15,14,8,20,Player sells
Shepherd,Expert,Emerald,Magenta Dye,16,15,9,21,Player sells
Shepherd,Expert,Emerald,Cyan Dye,1,0,0,12,Player sells
Shepherd,Expert,Emerald,Cyan Dye,2,1,0,12,Player sells
Shepherd,Expert,Emerald,Cyan Dye,3,2,1,13,Player sells
Shepherd,Expert,Emerald,Cyan Dye,4,3,1,13,Player sells
Shepherd,Expert,Emerald,Cyan Dye,5,4,2,14,Player sells
Shepherd,Expert,Emerald,Cyan Dye,6,5,3,15,Player sells
Shepherd,Expert,Emerald,Cyan Dye,7,6,3,15,Player sells
Shepherd,Expert,Emerald,Cyan Dye,8,7,4,16,Player sells
Shepherd,Expert,Emerald,Cyan Dye,9,8,4,16,Player sells
Shepherd,Expert,Emerald,Cyan Dye,10,9,5,17,Player sells
Shepherd,Expert,Emerald,Cyan Dye,11,10,6,18,Player sells
Shepherd,Expert,Emerald,Cyan Dye,12,11,6,18,Player sells
Shepherd,Expert,Emerald,Cyan Dye,13,12,7,19,Player sells
Shepherd,Expert,Emerald,Cyan Dye,14,13,7,19,Player sells
Shepherd,Expert,Emerald,Cyan Dye,15,14,8,20,Player sells
Shepherd,Expert,Emerald,Cyan Dye,16,15,9,21,Player sells
Shepherd,Expert,Banner,Emerald,1,0,0,3,Player buys
Shepherd,Expert,Banner,Emerald,2,1,0,3,Player buys
Shepherd,Expert,Banner,Emerald,3,2,0,3,Player buys
Shepherd,Expert,Banner,Emerald,4,3,0,3,Player buys
Shepherd,Expert,Banner,Emerald,5,4,0,3,Player buys
Shepherd,Expert,Banner,Emerald,6,5,0,3,Player buys
Shepherd,Expert,Banner,Emerald,7,6,0,3,Player buys
Shepherd,Expert,Banner,Emerald,8,7,1,4,Player buys
Shepherd,Expert,Banner,Emerald,9,8,1,4,Player buys
Shepherd,Expert,Banner,Emerald,10,9,1,4,Player buys
Shepherd,Expert,Banner,Emerald,11,10,1,4,Player buys
Shepherd,Expert,Banner,Emerald,12,11,1,4,Player buys
Shepherd,Master,Painting,Emerald,1,0,0,2,Player buys
Shepherd,Master,Painting,Emerald,2,1,0,2,Player buys
Shepherd,Master,Painting,Emerald,3,2,0,2,Player buys
Shepherd,Master,Painting,Emerald,4,3,0,2,Player buys
Shepherd,Master,Painting,Emerald,5,4,0,2,Player buys
Shepherd,Master,Painting,Emerald,6,5,0,2,Player buys
Shepherd,Master,Painting,Emerald,7,6,0,2,Player buys
Shepherd,Master,Painting,Emerald,8,7,0,2,Player buys
Shepherd,Master,Painting,Emerald,9,8,0,2,Player buys
Shepherd,Master,Painting,Emerald,10,9,0,2,Player buys
Shepherd,Master,Painting,Emerald,11,10,1,3,Player buys
Shepherd,Master,Painting,Emerald,12,11,1,3,Player buys
Toolsmith,Novice,Emerald,Coal,1,0,0,15,Player sells
Toolsmith,Novice,Emerald,Coal,2,1,0,15,Player sells
Toolsmith,Novice,Emerald,Coal,3,2,1,16,Player sells
Toolsmith,Novice,Emerald,Coal,4,3,2,17,Player sells
Toolsmith,Novice,Emerald,Coal,5,4,3,18,Player sells
Toolsmith,Novice,Emerald,Coal,6,5,3,18,Player sells
Toolsmith,Novice,Emerald,Coal,7,6,4,19,Player sells
Toolsmith,Novice,Emerald,Coal,8,7,5,20,Player sells
Toolsmith,Novice,Emerald,Coal,9,8,6,21,Player sells
Toolsmith,Novice,Emerald,Coal,10,9,6,21,Player sells
Toolsmith,Novice,Emerald,Coal,11,10,7,22,Player sells
Toolsmith,Novice,Emerald,Coal,12,11,8,23,Player sells
Toolsmith,Novice,Emerald,Coal,13,12,9,24,Player sells
Toolsmith,Novice,Emerald,Coal,14,13,9,24,Player sells
Toolsmith,Novice,Emerald,Coal,15,14,10,25,Player sells
Toolsmith,Novice,Emerald,Coal,16,15,11,26,Player sells
Toolsmith,Novice,Stone Axe,Emerald,1,0,0,1,Player buys
Toolsmith,Novice,Stone Axe,Emerald,2,1,0,1,Player buys
Toolsmith,Novice,Stone Axe,Emerald,3,2,0,1,Player buys
Toolsmith,Novice,Stone Axe,Emerald,4,3,0,1,Player buys
Toolsmith,Novice,Stone Axe,Emerald,5,4,0,1,Player buys
Toolsmith,Novice,Stone Axe,Emerald,6,5,1,2,Player buys
Toolsmith,Novice,Stone Axe,Emerald,7,6,1,2,Player buys
Toolsmith,Novice,Stone Axe,Emerald,8,7,1,2,Player buys
Toolsmith,Novice,Stone Axe,Emerald,9,8,1,2,Player buys
Toolsmith,Novice,Stone Axe,Emerald,10,9,1,2,Player buys
Toolsmith,Novice,Stone Axe,Emerald,11,10,2,3,Player buys
Toolsmith,Novice,Stone Axe,Emerald,12,11,2,3,Player buys
Toolsmith,Novice,Stone Shovel,Emerald,1,0,0,1,Player buys
Toolsmith,Novice,Stone Shovel,Emerald,2,1,0,1,Player buys
Toolsmith,Novice,Stone Shovel,Emerald,3,2,0,1,Player buys
Toolsmith,Novice,Stone Shovel,Emerald,4,3,0,1,Player buys
Toolsmith,Novice,Stone Shovel,Emerald,5,4,0,1,Player buys
Toolsmith,Novice,Stone Shovel,Emerald,6,5,1,2,Player buys
Toolsmith,Novice,Stone Shovel,Emerald,7,6,1,2,Player buys
Toolsmith,Novice,Stone Shovel,Emerald,8,7,1,2,Player buys
Toolsmith,Novice,Stone Shovel,Emerald,9,8,1,2,Player buys
Toolsmith,Novice,Stone Shovel,Emerald,10,9,1,2,Player buys
Toolsmith,Novice,Stone Shovel,Emerald,11,10,2,3,Player buys
Toolsmith,Novice,Stone Shovel,Emerald,12,11,2,3,Player buys
Toolsmith,Novice,Stone Pickaxe,Emerald,1,0,0,1,Player buys
Toolsmith,Novice,Stone Pickaxe,Emerald,2,1,0,1,Player buys
Toolsmith,Novice,Stone Pickaxe,Emerald,3,2,0,1,Player buys
Toolsmith,Novice,Stone Pickaxe,Emerald,4,3,0,1,Player buys
Toolsmith,Novice,Stone Pickaxe,Emerald,5,4,0,1,Player buys
Toolsmith,Novice,Stone Pickaxe,Emerald,6,5,1,2,Player buys
Toolsmith,Novice,Stone Pickaxe,Emerald,7,6,1,2,Player buys
Toolsmith,Novice,Stone Pickaxe,Emerald,8,7,1,2,Player buys
Toolsmith,Novice,Stone Pickaxe,Emerald,9,8,1,2,Player buys
Toolsmith,Novice,Stone Pickaxe,Emerald,10,9,1,2,Player buys
Toolsmith,Novice,Stone Pickaxe,Emerald,11,10,2,3,Player buys
Toolsmith,Novice,Stone Pickaxe,Emerald,12,11,2,3,Player buys
Toolsmith,Novice,Stone Hoe,Emerald,1,0,0,1,Player buys
Toolsmith,Novice,Stone Hoe,Emerald,2,1,0,1,Player buys
Toolsmith,Novice,Stone Hoe,Emerald,3,2,0,1,Player buys
Toolsmith,Novice,Stone Hoe,Emerald,4,3,0,1,Player buys
Toolsmith,Novice,Stone Hoe,Emerald,5,4,0,1,Player buys
Toolsmith,Novice,Stone Hoe,Emerald,6,5,1,2,Player buys
Toolsmith,Novice,Stone Hoe,Emerald,7,6,1,2,Player buys
Toolsmith,Novice,Stone Hoe,Emerald,8,7,1,2,Player buys
Toolsmith,Novice,Stone Hoe,Emerald,9,8,1,2,Player buys
Toolsmith,Novice,Stone Hoe,Emerald,10,9,1,2,Player buys
Toolsmith,Novice,Stone Hoe,Emerald,11,10,2,3,Player buys
Toolsmith,Novice,Stone Hoe,Emerald,12,11,2,3,Player buys
Toolsmith,Apprentice,Emerald,Iron Ingot,1,0,0,4,Player sells
Toolsmith,Apprentice,Emerald,Iron Ingot,2,1,0,4,Player sells
Toolsmith,Apprentice,Emerald,Iron Ingot,3,2,0,4,Player sells
Toolsmith,Apprentice,Emerald,Iron Ingot,4,3,0,4,Player sells
Toolsmith,Apprentice,Emerald,Iron Ingot,5,4,0,4,Player sells
Toolsmith,Apprentice,Emerald,Iron Ingot,6,5,1,5,Player sells
Toolsmith,Apprentice,Emerald,Iron Ingot,7,6,1,5,Player sells
Toolsmith,Apprentice,Emerald,Iron Ingot,8,7,1,5,Player sells
Toolsmith,Apprentice,Emerald,Iron Ingot,9,8,1,5,Player sells
Toolsmith,Apprentice,Emerald,Iron Ingot,10,9,1,5,Player sells
Toolsmith,Apprentice,Emerald,Iron Ingot,11,10,2,6,Player sells
Toolsmith,Apprentice,Emerald,Iron Ingot,12,11,2,6,Player sells
Toolsmith,Apprentice,Bell,Emerald,1,0,0,36,Player buys
Toolsmith,Apprentice,Bell,Emerald,2,1,7,43,Player buys
Toolsmith,Apprentice,Bell,Emerald,3,2,14,50,Player buys
Toolsmith,Apprentice,Bell,Emerald,4,3,21,57,Player buys
Toolsmith,Apprentice,Bell,Emerald,5,4,28,64,Player buys
Toolsmith,Apprentice,Bell,Emerald,6,5,36,72,Player buys
Toolsmith,Apprentice,Bell,Emerald,7,6,43,79,Player buys
Toolsmith,Apprentice,Bell,Emerald,8,7,50,86,Player buys
Toolsmith,Apprentice,Bell,Emerald,9,8,57,93,Player buys
Toolsmith,Apprentice,Bell,Emerald,10,9,64,100,Player buys
Toolsmith,Apprentice,Bell,Emerald,11,10,72,108,Player buys
Toolsmith,Apprentice,Bell,Emerald,12,11,79,115,Player buys
Toolsmith,Journeyman,Emerald,Flint,1,0,0,30,Player sells
Toolsmith,Journeyman,Emerald,Flint,2,1,1,31,Player sells
Toolsmith,Journeyman,Emerald,Flint,3,2,3,33,Player sells
Toolsmith,Journeyman,Emerald,Flint,4,3,4,34,Player sells
Toolsmith,Journeyman,Emerald,Flint,5,4,6,36,Player sells
Toolsmith,Journeyman,Emerald,Flint,6,5,7,37,Player sells
Toolsmith,Journeyman,Emerald,Flint,7,6,9,39,Player sells
Toolsmith,Journeyman,Emerald,Flint,8,7,10,40,Player sells
Toolsmith,Journeyman,Emerald,Flint,9,8,12,42,Player sells
Toolsmith,Journeyman,Emerald,Flint,10,9,13,43,Player sells
Toolsmith,Journeyman,Emerald,Flint,11,10,15,45,Player sells
Toolsmith,Journeyman,Emerald,Flint,12,11,16,46,Player sells
Toolsmith,Journeyman,Enchanted Iron Axe,Emerald,1,0,0,13,Player buys
Toolsmith,Journeyman,Enchanted Iron Axe,Emerald,2,1,2,15,Player buys
Toolsmith,Journeyman,Enchanted Iron Axe,Emerald,3,2,5,18,Player buys
Toolsmith,Journeyman,Enchanted Iron Shovel,Emerald,1,0,0,14,Player buys
Toolsmith,Journeyman,Enchanted Iron Shovel,Emerald,2,1,2,16,Player buys
Toolsmith,Journeyman,Enchanted Iron Shovel,Emerald,3,2,5,19,Player buys
Toolsmith,Journeyman,Enchanted Iron Pickaxe,Emerald,1,0,0,15,Player buys
Toolsmith,Journeyman,Enchanted Iron Pickaxe,Emerald,2,1,3,18,Player buys
Toolsmith,Journeyman,Enchanted Iron Pickaxe,Emerald,3,2,6,21,Player buys
Toolsmith,Journeyman,Diamond Hoe,Emerald,1,0,0,4,Player buys
Toolsmith,Journeyman,Diamond Hoe,Emerald,2,1,0,4,Player buys
Toolsmith,Journeyman,Diamond Hoe,Emerald,3,2,1,5,Player buys
Toolsmith,Expert,Emerald,Diamond,1,0,0,1,Player sells
Toolsmith,Expert,Emerald,Diamond,2,1,0,1,Player sells
Toolsmith,Expert,Emerald,Diamond,3,2,0,1,Player sells
Toolsmith,Expert,Emerald,Diamond,4,3,0,1,Player sells
Toolsmith,Expert,Emerald,Diamond,5,4,0,1,Player sells
Toolsmith,Expert,Emerald,Diamond,6,5,0,1,Player sells
Toolsmith,Expert,Emerald,Diamond,7,6,0,1,Player sells
Toolsmith,Expert,Emerald,Diamond,8,7,0,1,Player sells
Toolsmith,Expert,Emerald,Diamond,9,8,0,1,Player sells
Toolsmith,Expert,Emerald,Diamond,10,9,0,1,Player sells
Toolsmith,Expert,Emerald,Diamond,11,10,0,1,Player sells
Toolsmith,Expert,Emerald,Diamond,12,11,0,1,Player sells
Toolsmith,Expert,Enchanted Diamond Axe,Emerald,1,0,0,24,Player buys
Toolsmith,Expert,Enchanted Diamond Axe,Emerald,2,1,4,28,Player buys
Toolsmith,Expert,Enchanted Diamond Axe,Emerald,3,2,9,33,Player buys
Toolsmith,Expert,Enchanted Diamond Shovel,Emerald,1,0,0,17,Player buys
Toolsmith,Expert,Enchanted Diamond Shovel,Emerald,2,1,3,20,Player buys
Toolsmith,Expert,Enchanted Diamond Shovel,Emerald,3,2,6,23,Player buys
Toolsmith,Master,Enchanted Diamond Pickaxe,Emerald,1,0,0,25,Player buys
Toolsmith,Master,Enchanted Diamond Pickaxe,Emerald,2,1,5,30,Player buys
Toolsmith,Master,Enchanted Diamond Pickaxe,Emerald,3,2,10,35,Player buys
Weaponsmith,Novice,Emerald,Coal,1,0,0,15,Player sells
Weaponsmith,Novice,Emerald,Coal,2,1,0,15,Player sells
Weaponsmith,Novice,Emerald,Coal,3,2,1,16,Player sells
Weaponsmith,Novice,Emerald,Coal,4,3,2,17,Player sells
Weaponsmith,Novice,Emerald,Coal,5,4,3,18,Player sells
Weaponsmith,Novice,Emerald,Coal,6,5,3,18,Player sells
Weaponsmith,Novice,Emerald,Coal,7,6,4,19,Player sells
Weaponsmith,Novice,Emerald,Coal,8,7,5,20,Player sells
Weaponsmith,Novice,Emerald,Coal,9,8,6,21,Player sells
Weaponsmith,Novice,Emerald,Coal,10,9,6,21,Player sells
Weaponsmith,Novice,Emerald,Coal,11,10,7,22,Player sells
Weaponsmith,Novice,Emerald,Coal,12,11,8,23,Player sells
Weaponsmith,Novice,Emerald,Coal,13,12,9,24,Player sells
Weaponsmith,Novice,Emerald,Coal,14,13,9,24,Player sells
Weaponsmith,Novice,Emerald,Coal,15,14,10,25,Player sells
Weaponsmith,Novice,Emerald,Coal,16,15,11,26,Player sells
Weaponsmith,Novice,Iron Axe,Emerald,1,0,0,3,Player buys
Weaponsmith,Novice,Iron Axe,Emerald,2,1,0,3,Player buys
Weaponsmith,Novice,Iron Axe,Emerald,3,2,1,4,Player buys
Weaponsmith,Novice,Iron Axe,Emerald,4,3,1,4,Player buys
Weaponsmith,Novice,Iron Axe,Emerald,5,4,2,5,Player buys
Weaponsmith,Novice,Iron Axe,Emerald,6,5,3,6,Player buys
Weaponsmith,Novice,Iron Axe,Emerald,7,6,3,6,Player buys
Weaponsmith,Novice,Iron Axe,Emerald,8,7,4,7,Player buys
Weaponsmith,Novice,Iron Axe,Emerald,9,8,4,7,Player buys
Weaponsmith,Novice,Iron Axe,Emerald,10,9,5,8,Player buys
Weaponsmith,Novice,Iron Axe,Emerald,11,10,6,9,Player buys
Weaponsmith,Novice,Iron Axe,Emerald,12,11,6,9,Player buys
Weaponsmith,Novice,Enchanted Iron Sword,Emerald,1,0,0,14,Player buys
Weaponsmith,Novice,Enchanted Iron Sword,Emerald,2,1,0,14,Player buys
Weaponsmith,Novice,Enchanted Iron Sword,Emerald,3,2,1,15,Player buys
Weaponsmith,Apprentice,Emerald,Iron Ingot,1,0,0,4,Player sells
Weaponsmith,Apprentice,Emerald,Iron Ingot,2,1,0,4,Player sells
Weaponsmith,Apprentice,Emerald,Iron Ingot,3,2,0,4,Player sells
Weaponsmith,Apprentice,Emerald,Iron Ingot,4,3,0,4,Player sells
Weaponsmith,Apprentice,Emerald,Iron Ingot,5,4,0,4,Player sells
Weaponsmith,Apprentice,Emerald,Iron Ingot,6,5,1,5,Player sells
Weaponsmith,Apprentice,Emerald,Iron Ingot,7,6,1,5,Player sells
Weaponsmith,Apprentice,Emerald,Iron Ingot,8,7,1,5,Player sells
Weaponsmith,Apprentice,Emerald,Iron Ingot,9,8,1,5,Player sells
Weaponsmith,Apprentice,Emerald,Iron Ingot,10,9,1,5,Player sells
Weaponsmith,Apprentice,Emerald,Iron Ingot,11,10,2,6,Player sells
Weaponsmith,Apprentice,Emerald,Iron Ingot,12,11,2,6,Player sells
Weaponsmith,Journeyman,Emerald,Flint,1,0,0,24,Player sells
Weaponsmith,Journeyman,Emerald,Flint,2,1,1,25,Player sells
Weaponsmith,Journeyman,Emerald,Flint,3,2,2,26,Player sells
Weaponsmith,Journeyman,Emerald,Flint,4,3,3,27,Player sells
Weaponsmith,Journeyman,Emerald,Flint,5,4,4,28,Player sells
Weaponsmith,Journeyman,Emerald,Flint,6,5,6,30,Player sells
Weaponsmith,Journeyman,Emerald,Flint,7,6,7,31,Player sells
Weaponsmith,Journeyman,Emerald,Flint,8,7,8,32,Player sells
Weaponsmith,Journeyman,Emerald,Flint,9,8,9,33,Player sells
Weaponsmith,Journeyman,Emerald,Flint,10,9,10,34,Player sells
Weaponsmith,Journeyman,Emerald,Flint,11,10,12,36,Player sells
Weaponsmith,Journeyman,Emerald,Flint,12,11,13,37,Player sells
Weaponsmith,Expert,Emerald,Diamond,1,0,0,1,Player sells
Weaponsmith,Expert,Emerald,Diamond,2,1,0,1,Player sells
Weaponsmith,Expert,Emerald,Diamond,3,2,0,1,Player sells
Weaponsmith,Expert,Emerald,Diamond,4,3,0,1,Player sells
Weaponsmith,Expert,Emerald,Diamond,5,4,0,1,Player sells
Weaponsmith,Expert,Emerald,Diamond,6,5,0,1,Player sells
Weaponsmith,Expert,Emerald,Diamond,7,6,0,1,Player sells
Weaponsmith,Expert,Emerald,Diamond,8,7,0,1,Player sells
Weaponsmith,Expert,Emerald,Diamond,9,8,0,1,Player sells
Weaponsmith,Expert,Emerald,Diamond,10,9,0,1,Player sells
Weaponsmith,Expert,Emerald,Diamond,11,10,0,1,Player sells
Weaponsmith,Expert,Emerald,Diamond,12,11,0,1,Player sells
Weaponsmith,Expert,Enchanted Diamond Axe,Emerald,1,0,0,24,Player buys
Weaponsmith,Expert,Enchanted Diamond Axe,Emerald,2,1,4,28,Player buys
Weaponsmith,Expert,Enchanted Diamond Axe,Emerald,3,2,9,33,Player buys
Weaponsmith,Master,Enchanted Diamond Sword,Emerald,1,0,0,20,Player buys
Weaponsmith,Master,Enchanted Diamond Sword,Emerald,2,1,4,24,Player buys
Weaponsmith,Master,Enchanted Diamond Sword,Emerald,3,2,8,28,Player buys
